RecordId,PropertyAddress,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths
491,16 Calle De Luna,821374,5166,720000,1997,3,2,1
492,20 Calle De Luna,377919,5967,225000,1997,3,2,1
493,28 Calle De Luna,731115,7013,535000,1997,3,2,1
494,15 Calle Del Rio,733294,3375,555000,1997,3,2,1
495,17 Calle Del Rio,305557,3548,199500,1997,3,2,1
496,27 Calle Del Rio,774681,3345,685000,1997,3,2,1
497,9 Calle De Luna,635081,4186,422000,1997,4,2,1
498,11 Calle De Luna,399306,3623,265000,1997,3,2,1
499,12 Calle De Arena,340704,4008,222000,1997,3,2,1
500,24 Calle Del Rio,766191,4747,705000,1997,3,2,1
501,17 Calle De Arena,570751,3313,410000,1997,3,2,1
502,12 Calle Del Mar,719498,3450,589000,1996,3,2,1
503,8 Calle Del Mar,766774,3450,600000,1996,3,2,1
505,7 Paseo Dalia,730110,2275,641500,1996,3,2,1
506,16 Paseo Acebo,730110,2800,640000,1996,3,2,1
507,18 Paseo Acebo,762613,2800,640000,1996,3,2,1
508,11 Paseo Acebo,420009,2604,290000,1996,3,2,1
509,12 Paseo Dalia,277855,2310,177500,1996,2,2,1
510,4 Paseo Brezo,286307,2800,183000,1996,3,2,1
511,6 Paseo Brezo,762613,2800,639000,1996,3,2,1
512,10 Paseo Brezo,374929,2880,253000,1996,3,2,1
513,17 Paseo Brezo,730110,2405,650000,1996,3,2,1
514,21 Paseo Brezo,642152,2275,470000,1996,3,2,1
515,25 Paseo Brezo,405165,2660,264000,1996,3,2,1
516,35 Paseo Brezo,702270,2275,560000,1997,3,2,1
517,42 Paseo Brezo,694919,2400,610000,1997,3,2,1
518,10 Paseo Pensamiento,508105,2520,365000,1997,2,2,1
519,5 Paseo Narcissi,260898,2275,170000,1997,2,2,1
520,7 Paseo Azuceno,279315,2520,182000,1997,3,2,1
521,5 Paseo Geranio,452949,2628,319000,1997,3,2,1
522,8 Milagro,306364,3430,173000,1997,4,2,1
523,17 Pecos,713130,3138,563000,1997,3,2,1
524,11 Pecos,743578,2902,555000,1997,3,2,1
525,7 Pecos,572610,2955,416000,1997,3,2,1
526,3 Socorro,502474,2800,348500,1996,4,2,1
527,5 Socorro,431593,2800,298000,1996,4,3,0
528,8 Socorro,401815,2800,272000,1996,4,3,0
529,16 Taos,291123,2800,188000,1997,4,3,0
530,8 Taos,274707,2800,179000,1997,3,2,1
531,2 Taos,314158,4547,200500,1997,3,2,1
532,55 Milagro,843764,4914,720000,1997,4,3,0
533,51 Milagro,293124,3016,191000,1997,4,3,0
534,17 Milagro,398861,3873,270000,1997,4,3,0
535,29 Milagro,494184,2964,355000,1997,4,3,0
536,31 Milagro,247084,2878,161000,1997,3,2,1
537,41 Milagro,404075,2909,266000,1997,3,2,1
538,5 Santa Fe,495548,4192,349000,1998,4,3,0
539,6 Milagro,386894,3559,262000,1997,4,3,0
540,29 Las Cruces,734355,3894,670000,1996,3,2,1
541,26 Las Cruces,396836,2800,274000,1996,3,2,1
542,22 Socorro,350987,3053,227500,1996,3,2,1
543,23 Taos,279315,2870,182500,1997,3,2,1
544,25 Taos,316600,2870,194500,1997,4,3,0
545,31 Taos,325159,4470,209500,1997,4,3,0
546,32 El Corazon,447271,2500,315000,1998,3,2,1
547,29 Paseo Simpatico,482766,2791,340000,1998,3,3,0
548,39 Paseo Simpatico,127467,2717,190500,1998,3,2,1
549,43 Paseo Simpatico,412158,3606,279000,1998,3,2,1
550,55 Paseo Vespertino,733482,2660,645000,1998,3,2,1
551,16 El Corazon,555437,2692,399000,1999,3,2,1
552,7 Paseo Vespertino,494183,2743,355000,1999,3,3,0
553,15 Paseo Vespertino,334509,2720,222000,1999,3,3,0
554,19 Paseo Vespertino,717376,2830,555000,1999,3,2,1
555,43 Paseo Vespertino,577709,2985,415000,1999,3,2,1
556,4 Paseo Vecino,714192,2588,660000,1999,3,2,1
557,2 Paseo Vecino,717376,2578,647000,1999,3,2,1
558,24 Paseo Vespertino,349072,2816,236500,1999,3,2,1
559,14 Calendula,290072,7500,185500,1985,3,2,0
560,6 Calendula,664907,4500,470000,1990,3,2,0
561,2 Calendula,911505,4500,667000,1990,4,3,0
562,3 Calendula,360044,4500,230000,1990,4,3,0
563,25 Santolina,905148,4500,797000,1986,4,3,0
564,13 Santolina,489869,4500,345000,1986,3,2,0
565,11 Santolina,372941,4500,243000,1986,4,3,0
566,5 Santolina,569187,4500,393000,1986,4,3,0
567,6 Santolina,660539,4500,475000,1986,3,2,1
568,12 Santolina,283920,4500,185000,1986,3,2,0
569,18 Santolina,516435,4500,276000,1986,4,3,0
570,24 Santolina,583581,4500,411000,1986,4,3,0
571,7 Madrona,485194,4500,322000,1986,4,3,0
572,3 Madrona,470515,4500,338000,1986,3,2,0
573,2 Madrona,325550,4500,173500,1986,3,2,1
574,26 Calendula,326657,4500,171500,1986,3,2,1
575,32 Calendula,703784,4500,515000,1986,3,2,0
576,11 Camellia,932003,5000,682000,1986,3,2,1
577,8 Camellia,892663,5000,745000,1986,4,3,0
578,35 Sarracenia,594944,5000,419000,1986,4,3,0
579,33 Sarracenia,508186,5000,358000,1986,3,2,1
580,3 Sarracenia,363082,5000,225000,1986,4,3,0
581,26 Sarracenia,518267,5000,365000,1986,3,2,1
582,30 Sarracenia,423862,5000,96500,1986,3,2,0
583,34 Sarracenia,367282,5000,227500,1986,4,3,0
584,34 Calendula,330207,5000,25500,1986,3,2,1
585,28 Via Felicia,273775,4000,146000,1986,4,2,1
586,6 Via Felicia,756370,4000,585000,1986,4,2,1
587,2 Via Felicia,440172,4000,310000,1986,3,2,1
588,15 Mandevilla,796645,4000,700000,1986,4,2,1
589,5 Mandevilla,360125,4000,239000,1986,4,2,1
590,1 Mandevilla,243750,4000,130000,1986,3,2,1
591,1 Allyssum,322885,4000,200000,1986,4,2,1
592,42 Via Felicia,385536,4500,236000,1986,5,2,1
593,14 Calle Larspur,281268,4500,150000,1986,3,2,1
594,12 Calle Larspur,484441,4500,348000,1986,2,2,0
595,8 Calle Larspur,510260,4500,340000,1986,4,2,1
596,4 Mandevilla,243748,4000,130000,1986,3,2,1
597,8 Mandevilla,246944,4000,132000,1986,3,2,1
598,14 Via Lantana,378533,4000,251500,1986,3,2,1
599,18 Via Lantana,258763,4000,138000,1986,3,2,1
600,4 Via Nandina,406529,4000,260000,1986,3,2,1
601,9 Calle Passiflora,281553,4000,148000,1986,4,2,1
602,7 Calle Passiflora,373024,4000,217000,1986,2,2,0
603,3 Calle Passiflora,511585,4000,367500,1986,3,2,1
604,36 Allyssum,673835,4500,467000,1986,3,2,0
605,34 Allyssum,281287,4500,150000,1986,4,2,1
606,18 Allyssum,301565,4500,196500,1987,3,2,1
607,15 Allyssum,323788,4000,176500,1987,4,2,1
608,17 Allyssum,281613,4000,180000,1987,3,2,1
609,19 Allyssum,722298,4000,550000,1986,2,2,0
610,23 Allyssum,412766,4000,285000,1986,3,2,1
611,39 Allyssum,320189,4500,188000,1986,3,2,1
612,1 Via Zapador,250677,3600,157000,1990,3,2,1
613,7 Via Zapador,444156,3600,260000,1986,4,3,1
614,13 Via Zapador,382350,3600,233000,1986,3,2,1
615,19 Via Zapador,313262,3600,188000,1986,3,2,1
616,31 Via Zapador,383374,3600,248000,1986,3,2,0
617,35 Via Zapador,315519,3600,182000,1986,3,2,1
618,41 Via Zapador,267683,3600,171000,1986,3,2,1
619,43 Via Zapador,640920,3600,469000,1986,3,2,1
620,24 Via Zapador,230613,3600,123000,1986,3,2,0
621,36 Via Zapador,293265,3600,176000,1986,3,2,1
622,38 Via Zapador,766774,3600,600000,1986,3,2,1
623,43 Pasada Valiente,317607,3600,215000,1986,3,2,1
624,27 Pasada Valiente,756974,3600,565000,1986,3,2,1
625,8 Pasada Valiente,339784,3600,225500,1986,3,2,1
626,14 Pasada Valiente,430145,3600,297000,1986,3,2,1
627,24 Pasada Valiente,663189,3600,495000,1986,3,2,1
628,21 Via Joaquin,730360,3600,616000,1986,3,2,1
629,43 Via Joaquin,341245,3600,231000,1986,3,2,0
630,24 Via Joaquin,222400,3600,24000,1986,3,2,0
631,18 Via Joaquin,218972,3600,32000,1986,3,2,0
632,15 El Vaquero,227881,4000,121500,1986,2,2,0
633,18 El Vaquero,791968,4000,615000,1986,4,2,1
634,4 Via Caballo,253462,4000,157000,1986,2,2,0
635,11 Via Latigo,703784,4000,515000,1986,2,2,0
636,7 Calle Adobe,277714,4000,170000,1986,3,2,1
637,3 Calle Adobe,337936,4000,238000,1986,2,2,0
638,2 Calle Rienda,249379,4000,133000,1986,2,2,0
639,19 Via Latigo,465732,4000,328000,1986,4,2,1
640,9 Calle Estribo,255455,4000,128000,1986,2,2,0
641,6 Via Latigo,675988,4000,590000,1986,2,2,0
642,10 Via Latigo,713130,4000,650000,1986,3,2,1
643,24 Via Latigo,587623,4000,435000,1986,3,2,1
644,15 Calle Rienda,406702,4000,217000,1986,2,2,0
645,5 Calle Rienda,319439,4000,212000,1986,2,2,0
647,41 Via Solano,808390,5000,665000,1987,3,2,0
648,11 Via Solano,418629,5000,206000,1987,4,3,0
649,3 Via Solano,818794,5000,687500,1987,3,2,0
650,2 Via Solano,297012,5000,184000,1987,3,2,0
651,14 Via Solano,412764,5000,285000,1987,3,2,0
652,24 Via Solano,661238,5000,475000,1987,4,3,0
653,15 Via Montanero,436836,5000,186500,1987,3,3,1
654,61 Via De La Mesa,296006,5000,161000,1987,3,2,0
655,62 Via De La Mesa,415641,5000,207000,1987,4,3,0
656,60 Via De La Mesa,639572,5000,192000,1987,5,5,1
657,50 Via De La Mesa,890582,5000,780000,1987,3,3,0
658,36 Via De La Mesa,441587,5000,305000,1986,3,2,0
659,28 Via De La Mesa,402315,5000,267000,1986,3,2,1
660,43 Via Solano,334781,5000,174000,1986,3,2,1
661,38 Via Solano,322299,5000,158000,1987,4,2,0
662,13 Via De La Mesa,344041,5000,173500,1986,3,2,1
663,15 Via De La Mesa,341692,5000,214000,1986,4,3,0
664,17 Via De La Mesa,301904,5000,173000,1986,3,2,0
665,19 Via De La Mesa,368867,5000,214000,1986,3,2,1
666,23 Via De La Mesa,370521,5000,218000,1986,3,2,0
667,20 Via Montanero,328923,5000,206000,1987,3,2,1
668,12 Via Montanero,376778,5000,205000,1987,4,3,0
669,8 Via Montanero,349760,5000,228000,1987,3,2,0
670,11 Via Gardenia,327660,3750,213500,1986,3,2,1
671,18 Via Magnolia,331336,3750,185500,1986,4,3,0
672,20 Via Magnolia,361926,3750,245000,1986,3,3,0
673,3 Via Becerra,260488,3750,138000,1986,3,3,0
674,1 Via Becerra,270279,3750,144500,1986,3,2,1
675,6 Via Gardenia,754290,3750,614000,1986,3,2,1
676,8 Via Menta,220103,3750,117500,1986,2,2,0
677,3 Via Maya,327115,3750,125500,1986,5,3,0
678,7 Via Maya,324417,3750,224000,1986,2,2,0
679,9 Via Maya,487083,3750,350000,1986,3,3,0
680,13 Via Mariposa,157178,3750,223000,1986,3,3,0
681,15 Via Mariposa,417144,3750,236000,1986,3,2,1
682,17 Via Mariposa,279981,3750,134500,1986,3,2,1
683,4 Via Adelfa,236810,3750,126500,1986,3,3,0
684,8 Via Maya,323960,3750,215000,1986,3,3,0
685,24 Via Ulmaria,420857,3750,238000,1986,3,2,1
686,14 Via Adelfa,235492,3750,125500,1986,3,3,0
687,3 Via Bellorita,339753,3750,200000,1986,3,3,0
688,6 Via Ulmaria,346723,3750,200000,1986,3,2,1
689,10 Via Bellorita,330740,3750,219500,1986,3,2,1
690,7 Via Ulmaria,337520,3750,224000,1986,3,2,1
691,1 Via Violeta,535946,3750,385000,1986,3,2,1
692,1 Bergenia,307048,4500,167000,1987,4,2,1
693,1 Helianthus,338206,4500,157000,1987,3,2,1
694,13 Helianthus,741783,4500,647000,1987,3,2,1
695,17 Helianthus,523946,4500,369000,1987,4,2,1
696,19 Helianthus,463363,4500,257000,1987,4,2,1
697,21 Helianthus,413635,4500,280000,1987,3,2,1
698,20 Aloysia,430435,4500,250000,1987,4,2,1
699,34 Aloysia,288825,4500,157500,1987,3,2,1
700,18 Heliopsis,345022,4500,203000,1987,3,2,1
701,12 Heliopsis,273961,4500,146500,1987,3,2,1
702,8 Heliopsis,309658,4500,163000,1987,4,2,1
703,25 Aloysia,438322,4500,265000,1987,3,2,1
704,27 Aloysia,429149,4500,290500,1987,4,2,1
705,33 Aloysia,266569,4500,196000,1987,3,2,1
706,30 Paulownia,290665,4500,155000,1987,4,2,1
707,28 Paulownia,785400,4500,208000,1987,2,2,0
708,18 Paulownia,290851,4500,155500,1987,4,2,1
709,14 Paulownia,364648,4500,218000,1987,3,2,1
710,13 Paulownia,851443,4500,633000,1987,4,2,1
711,28 Bergenia,290061,4500,190000,1987,2,2,0
712,22 Bergenia,570751,4500,410000,1987,3,2,1
713,14 Bergenia,446601,4500,250000,1987,4,2,1
714,11 Bergenia,421042,4500,237000,1987,4,2,1
715,17 Bergenia,314644,4500,201000,1987,4,2,1
716,21 Bergenia,784461,4500,643500,1987,4,2,1
717,25 Bergenia,440172,4500,310000,1987,3,2,1
718,11 Los Pioneros,274850,4500,149500,1987,3,2,1
719,10 Calle Ranchera,457952,4500,310000,1987,4,2,1
720,16 Calle Ranchera,399306,4500,265000,1987,4,2,1
721,20 Calle Ranchera,682507,4500,530000,1987,2,2,0
722,26 Calle Ranchera,397868,4500,225000,1987,3,2,1
723,15 Calle Ranchera,683417,4500,590000,1987,2,2,0
724,21 Calle Ranchera,306174,4500,199500,1987,2,2,0
725,13 Calle Vaqueta,740722,4500,646000,1987,4,2,1
726,2 El Arreo,339794,4500,196000,1987,3,2,1
727,12 El Arreo,558923,4500,409000,1987,3,2,1
728,14 El Arreo,291438,4500,190000,1987,4,2,1
729,14 Las Alforjas,255125,4500,137000,1987,2,2,0
730,4 Las Alforjas,614816,4500,450000,1987,2,2,0
731,12 Via Jaquima,457922,4500,322500,1987,4,2,1
732,10 Via Jaquima,242434,4500,129500,1987,2,2,0
733,2 Via Jaquima,156731,4500,399500,1987,2,2,0
734,15 Via Jaquima,416386,4500,287500,1987,4,2,1
735,17 Via Jaquima,434490,4500,300000,1987,3,2,1
736,8 La Cincha,468568,4500,330000,1987,4,2,1
737,6 La Cincha,222219,4500,500000,1987,2,2,0
738,4 La Cincha,508105,4500,365000,1987,3,2,1
739,1 Los Pioneros,369135,4500,150500,1987,4,2,1
740,5 La Cincha,533261,4500,335000,1987,5,3,0
741,11 La Cincha,257821,4500,137500,1987,2,2,0
742,6 Calle Vaqueta,390894,4500,270000,1987,3,2,1
743,15 Snowberry,382663,3600,269500,1987,3,2,0
744,21 Snowberry,288845,3600,175000,1987,3,2,0
745,23 Snowberry,348894,3600,157000,1987,3,2,1
746,16 Dewberry,299764,3600,180000,1987,3,2,1
747,34 Dewberry,245941,3600,351500,1987,3,2,0
748,36 Dewberry,601291,3600,440000,1987,3,2,1
749,42 Dewberry,282205,3600,153500,1987,3,2,1
750,24 Crucillo,274215,3600,147500,1987,3,2,1
751,22 Crucillo,329386,3600,190000,1987,3,2,1
752,12 Snowberry,243613,3600,151000,1987,3,2,0
753,14 Snowberry,290236,3600,158000,1987,3,2,1
754,16 Snowberry,345752,3600,170500,1987,3,2,1
755,5 Dewberry,296354,3600,161500,1987,3,2,1
756,7 Dewberry,508105,3600,365000,1987,3,2,1
757,19 Firethorn,346856,3600,209000,1987,4,2,1
758,17 Firethorn,399792,3600,218000,1987,4,2,1
759,9 Firethorn,312255,3600,157000,1987,4,2,1
760,22 Desert Thorn,412588,3600,174000,1987,4,3,1
761,16 Desert Thorn,484212,3600,309000,1987,4,2,1
762,12 Boxthorn,277267,3600,151000,1987,3,2,0
763,14 Boxthorn,312551,3600,166500,1987,3,2,1
764,21 Boxthorn,350847,3600,167500,1987,4,2,1
765,11 Boxthorn,263972,3600,143500,1987,3,2,0
766,9 Boxthorn,439130,3600,262000,1987,4,2,1
767,8 Desert Thorn,759492,3600,615500,1987,3,2,1
768,4 Desert Thorn,506711,3600,364000,1987,3,2,1
769,20 Firethorn,392962,3600,220000,1987,3,2,1
770,14 Firethorn,323444,3600,178000,1987,3,2,1
771,5 Crucillo,649789,3600,485000,1987,3,2,0
772,13 Crucillo,261045,3600,142000,1987,3,2,1
773,15 Crucillo,322555,3600,129000,1987,4,3,0
774,21 Crucillo,445459,3600,320000,1987,3,2,0
775,23 Crucillo,260129,3600,141500,1987,3,2,1
776,5 Snowberry,532468,3600,382500,1987,3,2,0
777,1 Desert Thorn,327363,3600,163000,1987,3,2,1
778,5 Desert Thorn,560291,3600,410000,1987,3,2,1
779,7 Desert Thorn,293823,3600,195000,1987,3,2,0
780,29 Desert Thorn,292487,3600,159000,1987,3,2,1
781,2 Mistletoe,248170,4000,135000,1987,3,3,0
782,4 Mistletoe,629442,4000,540000,1987,2,2,0
783,8 Mistletoe,623680,4000,456500,1987,3,3,0
784,26 Mistletoe,629442,4000,545000,1987,2,2,0
785,14 Nutmeg St,629442,4000,500000,1987,2,2,0
786,11 Mistletoe,635452,4000,465000,1987,2,2,0
787,16 Elderberry St,475835,4000,348500,1987,2,2,0
788,12 Elderberry St,268471,4000,132000,1987,3,3,0
789,2 Elderberry St,277676,4000,172000,1987,3,3,0
790,7 Elderberry St,264160,4000,140000,1987,3,2,1
791,9 Elderberry St,758451,4000,620000,1987,3,2,1
792,17 Elderberry St,247802,4000,135000,1987,3,3,0
793,18 Osoberry St,369476,4000,236000,1987,3,2,1
794,12 Osoberry St,279419,4000,175000,1987,3,2,1
795,4 Osoberry St,463602,4000,326500,1987,3,2,1
796,11 Osoberry St,231675,4000,144000,1987,2,2,0
797,29 Osoberry St,338055,4000,195000,1987,3,2,1
798,22 Mapache,369281,5000,177000,1987,3,2,1
799,7 Tejon,336053,5000,183000,1987,4,2,1
800,7 Raposa,431159,5000,203000,1987,4,2,1
801,23 Danta,839354,5000,580500,1987,4,2,1
802,21 Raposa,321764,5000,175000,1987,3,2,1
803,23 Raposa,343971,5000,187000,1987,4,2,1
804,25 Raposa,441735,5000,210000,1987,5,3,0
805,12 Raposa,383527,5000,250000,1987,4,2,1
806,14 Raposa,372941,5000,243000,1987,4,2,1
807,24 Raposa,347614,5000,226500,1987,3,2,1
808,26 Raposa,613576,5000,427000,1987,4,2,1
809,1 Danta,844804,5000,658000,1987,4,2,1
810,3 Danta,378233,5000,205000,1987,3,2,1
811,5 Danta,457208,5000,322000,1987,3,2,1
812,9 Danta,322952,5000,176000,1987,3,2,1
813,6 Tejon,344761,5000,187500,1987,4,2,1
814,1 Tejon,530034,5000,303500,1987,4,2,2
815,5 Tejon,603547,5000,335000,1987,4,2,1
816,22 Danta,479217,4140,337500,1987,3,2,1
817,16 Danta,354137,5000,215000,1987,4,2,1
818,12 Danta,355280,5000,188500,1987,4,2,1
819,8 Danta,375740,5000,240000,1987,4,2,1
820,4 Danta,495694,5000,209000,1987,4,3,1
821,15 Rana,597199,5000,429000,1987,4,2,1
822,21 Rana,461470,5000,325000,1987,3,2,1
823,23 Rana,353753,5000,230500,1987,3,2,1
824,25 Rana,328579,5000,210000,1987,4,2,1
825,9 Tepolito,384234,5000,255000,1989,3,2,1
826,17 Tepolito,329788,5000,179000,1989,3,2,1
827,8 Tepolito,476103,4278,305000,1987,3,2,1
828,6 Tepolito,532467,4370,375000,1987,4,2,1
829,2 Tepolito,496624,5000,343000,1987,3,2,1
830,20 Rana,312603,5000,170000,1987,3,2,1
831,14 Rana,306737,5000,190000,1987,4,2,1
832,10 Rana,476945,5000,296000,1987,5,2,1
833,8 Rana,655951,5000,480000,1987,3,2,1
834,6 Rana,327540,5000,178500,1987,4,2,1
835,2 Rana,277855,5000,177500,1987,3,2,0
837,11 Calle Alimar,437063,5400,246000,1989,2,2,1
838,9 Calle Alimar,415661,4750,287000,1989,4,2,1
839,7 Calle Alimar,279551,4750,150000,1989,3,2,1
840,5 Calle Alimar,384077,6175,212000,1989,4,2,1
841,6 Calle Alimar,403792,5625,172000,1989,3,2,1
842,16 Calle Alimar,522026,4000,375000,1989,4,2,1
843,10 Calle Horca,510890,4900,367000,1989,4,2,1
844,11 Calle Coturno,301471,4750,154000,1989,2,2,0
845,20 Calle Espolon,364882,4875,247000,1989,3,2,1
846,15 Calle Espolon,257062,4450,167500,1989,2,2,0
847,19 Calle Espolon,279419,4250,175000,1989,3,2,1
848,21 Calle Espolon,352830,5100,230000,1989,4,2,1
849,14 Calle Albarda,342043,3800,227000,1989,3,2,1
850,6 Calle Albarda,373355,4000,207500,1989,3,2,1
851,4 Calle Albarda,396835,4800,274000,1989,2,2,0
852,3 Calle Albarda,274707,12400,179000,1989,2,2,0
853,17 Calle Albarda,385082,5750,214000,1989,4,2,1
854,8 Calle Bieldo,338055,4450,195000,1989,2,2,0
855,18 Calle Bieldo,686016,4151,502000,1989,3,2,1
856,22 Calle Coturno,333673,4125,172000,1989,3,2,1
857,4 Calle Coturno,278624,4000,175000,1989,3,2,1
858,13 Temecula Ct,770936,3442,627500,1988,3,3,0
859,9 Temecula Ct,510684,3592,332000,1988,4,3,0
860,3 Pima Ct,560291,3850,410000,1988,3,3,0
861,5 Pima Ct,725158,3361,625000,1988,3,2,1
862,11 Pima Ct,354107,3871,244500,1988,3,3,0
863,15 Pima Ct,275056,4119,153000,1988,3,3,0
864,19 Pima Ct,284070,3500,158000,1989,3,3,0
865,7 Petaluma Ct,763653,4875,630000,1989,3,2,1
866,3 Petaluma Ct,285871,3750,159000,1989,3,2,1
867,1 Petaluma Ct,305712,6000,170000,1989,3,2,1
868,11 Lompoc Ct,448230,4226,328000,1989,2,2,0
869,6 Ojai Ct,356014,4510,241000,1989,3,2,1
870,1 Koso Pl,524826,4500,377000,1989,3,2,1
871,11 Koso Pl,528987,4118,380000,1989,3,2,1
872,6 Koso Pl,333712,6340,209000,1988,5,3,0
873,12 Mohave Way,331869,4305,184500,1988,3,2,1
874,14 Mohave Way,263146,4250,163000,1988,3,2,1
875,34 Mohave Way,532467,3536,369000,1989,3,2,1
878,7 La Cascada,404673,3520,285000,1990,3,2,0
879,11 El Canto,397851,3200,225000,1989,3,2,1
880,21 El Canto,489869,3280,345000,1989,3,2,1
881,30 El Canto,400521,3825,227000,1989,3,2,1
882,18 El Canto,257506,3960,164500,1989,3,2,1
883,16 El Canto,262984,3920,168000,1989,3,2,1
884,15 La Cueva,271279,3400,170000,1989,3,2,1
885,21 La Cueva,348071,3520,231000,1989,3,2,1
886,18 La Cueva,491400,4536,353000,1989,3,2,1
887,4 La Cueva,398772,4120,226000,1989,3,2,1
888,17 Los Abitos,272811,3400,167000,1989,3,2,1
889,19 Los Abitos,69729,3400,201000,1989,3,2,1
890,14 Los Abitos,726828,4300,542500,1989,3,2,1
891,8 Los Abitos,499714,3731,350000,1989,3,2,0
892,4 Los Abitos,663188,3913,495000,1989,3,2,1
893,19 Las Piedras,355604,3280,236000,1989,3,2,1
894,20 Las Piedras,379824,4200,267500,1989,3,2,0
895,4 Las Piedras,433073,3960,305000,1989,3,2,0
896,2 Las Piedras,404077,4214,272000,1989,3,2,1
897,7 Los Picos,277715,4000,170000,1989,3,2,1
898,20 Los Picos,308720,3320,170000,1989,3,2,1
899,14 Los Picos,264272,3200,172500,1989,3,2,1
900,8 Los Picos,494047,3200,355000,1989,3,2,1
901,9 La Cascada,414612,3400,292000,1989,3,2,1
902,17 La Cascada,278530,3200,9000,1989,3,2,1
903,21 La Cascada,254843,3200,163000,1989,3,2,1
904,43 Alumbre,250458,4000,160000,1989,3,3,0
905,2 Salvia,730800,4000,567500,1989,3,3,0
906,5 Cebolla,729049,4000,562000,1989,3,2,1
907,7 Cebolla,317935,4000,211000,1989,3,3,0
908,9 Cebolla,271437,4000,170000,1989,3,2,1
909,17 Cebolla,362559,4000,201500,1989,3,3,0
910,18 Romero,393937,4000,272000,1989,3,2,1
911,4 Romero,367690,4000,249000,1989,3,2,1
912,15 Mejorana,324996,4000,220000,1989,3,3,0
913,19 Mejorana,258286,4000,165000,1989,3,3,0
914,8 Cebolla,386696,4000,267000,1989,3,2,1
915,7 Salvia,333491,4000,185000,1989,3,2,1
916,12 Mejorana,299917,4000,168000,1989,3,2,1
917,40 Eneldo,405526,4000,280000,1989,3,3,0
918,28 Eneldo,447657,4000,230000,1989,4,2,1
919,26 Eneldo,320946,4000,213000,1989,3,3,0
920,24 Eneldo,390736,4000,217000,1989,3,2,1
921,22 Eneldo,280979,4000,172000,1989,3,3,0
922,13 Alumbre,397484,4000,225000,1989,3,2,1
923,3 Alumbre,364237,4000,228000,1989,4,3,0
924,2 Eneldo,372939,4000,211000,1989,3,3,0
925,4 Eneldo,643979,4000,410000,1989,4,3,0
926,14 Alumbre,397428,4000,280000,1989,3,3,0
927,13 Romero,238717,4000,152500,1989,2,2,0
928,14 Via Carmin,676451,5340,495000,1992,4,2,1
929,6 Via Carmin,412761,5400,243000,1992,4,2,1
930,15 Via Topacio,395651,7700,223500,1992,3,2,1
931,10 Via Azur,747219,4600,243000,1992,3,3,0
932,4 Via Azur,336406,4150,215000,1992,4,2,1
933,11 Via Carmin,389492,5525,228500,1992,4,2,1
934,9 Via Rosado,368088,5980,228000,1992,4,2,1
935,17 Via Rosado,397204,4100,230000,1992,4,2,1
936,17 El Prisma,472577,4200,320000,1992,3,2,1
937,21 El Prisma,962370,4150,740000,1992,3,3,0
938,27 El Prisma,322289,4050,210000,1992,3,2,1
939,29 El Prisma,429990,4050,253000,1992,3,3,0
940,45 El Prisma,367602,4428,213000,1992,3,2,1
941,17 San Gabriel,840475,5856,707500,1992,3,2,1
942,7 San Gabriel,442412,5673,254000,1992,3,3,0
943,3 San Gabriel,476026,7000,253500,1992,3,2,1
944,1 Buenaventura,486009,10500,259000,1992,3,3,0
945,5 Buenaventura,427422,6300,278500,1992,3,2,1
946,9 Buenaventura,506308,6400,330000,1992,3,3,0
947,24 Buenaventura,626434,8250,450000,1993,3,2,1
948,1 Mission St,380378,5700,251000,1992,3,3,0
949,6 San Gabriel,504783,5890,335000,1992,3,2,1
950,3 La Purisima,469953,5795,277000,1991,3,3,0
951,5 La Purisima,479825,5612,276000,1992,3,3,0
952,29 San Gabriel,446187,6048,241500,1992,3,2,1
953,39 San Gabriel,441425,6825,259000,1991,3,3,0
954,41 San Gabriel,389786,6624,249000,1992,3,3,0
955,11 La Purisima,998135,5394,745000,1992,3,3,0
956,8 Mission St,447844,6650,260000,1992,3,3,0
957,10 La Purisima,936102,6844,685000,1992,3,2,1
958,14 La Purisima,709508,6120,499500,1992,3,3,0
959,1 San Fernando,467387,7475,275000,1992,3,3,0
960,3 San Fernando,425326,7504,240000,1992,3,2,1
961,5 San Fernando,481930,8000,295000,1992,3,3,0
962,6 San Fernando,467555,5130,275500,1992,3,3,0
963,1 Via Arribo,412372,6650,251500,1993,4,3,0
964,23 Via Gatillo,330501,4756,207000,1995,3,3,0
965,17 Via Gatillo,386135,4510,215000,1995,3,3,0
966,1 Via Gatillo,360410,6300,226000,1995,3,3,0
967,20 Via Gatillo,553977,4250,382500,1995,3,3,0
968,7 El Morro,353246,4920,221000,1996,4,3,0
969,10 Campamento,473300,4399,340000,1996,3,2,1
970,6 Campamento,333602,4346,210000,1996,4,3,0
971,1 Mira Segura,432194,4960,247000,1997,4,2,1
972,7 Mira Segura,785778,4560,575000,1997,4,2,1
973,22 Mira Segura,643834,4300,462500,1997,4,2,1
974,3 Las Balas,407929,4940,266000,1997,4,2,1
975,5 Las Balas,377780,5096,241500,1997,5,3,0
976,13 Las Balas,428341,4233,279500,1998,4,2,1
977,4 Las Balas,688655,5270,490000,1997,4,2,1
978,4 Mira Segura,341695,4100,220000,1997,4,2,1
